Agha Khan Comments,Agha Khan Ratings,Agha Khan Sentiment,Coptic Comments,Coptic Ratings,Coptic sentiment,Kenyatta Comments,Kenyatta Rating,Kenyatta sentiment,Kenyatta University Comments,Kenyatta University Ratings,Kenyatta sentiment,Mama Lucy Comments,Mama Lucy Ratings,Mama Lucy sentiment,Mbagathi Comments,Mbagathi Ratings,Mbagathi sentiment,Mshah Comments,Mshah Ratings,Mshah sentiment,Nairobi Hospital Comments,Nairobi Hospital Rating,Nairobi sentiment,Nairobi West Comments,Nairobi West Ratings,Nairobi West sentiment,Pumwani Comments,Pumwani Ratings,Pumwani sentiment,,REVIEW,SENTIMENT,RATING
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Best hospital ever! Best doctors, good nurses especially waridi and casuality. God bless you!",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proceed to MP Shah if you have a death wish. I went there on a Sunday afternoon feeling horrible. The triage process took 5 minutes. I stayed on the registration queue for 30 minutes with only one patient ahead of me. Given how bad I was �,negative,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I did not like my experience at Mpshah village market..The nurses altered my baby's oxygen levels to meet the minimum required oxygen levels... please take action,negative,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This is the second time, either the results are not correct and are not posted for future reference",negative,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plz do not come this hospital.all staff is very rude.wihout money nothing to do.,negative,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"At the ultra sound, the waiting time is too much . Make more rooms for ultra sound",negative,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amazing, clean and friendly staff.",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Great team and Keep up the good job. Made my treatment so easy and so much fun.,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kindly change my daughters initials from Master to Ms Felicia Abiero,negative,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dr. Very good at what he does and very knowledgeable.,positive,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Highly professional, competent at competitive rates. Highly recommendable ???? �",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Super slow service and uncompromising/staff. I guess the administration doesn't really care about it because a whole bunch of people are complaining about similar experiences on the reviews. Shape UP MP Shah or switch to a public hospital/ nursing home. 0 stars if Google would offer it.,negative,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Awesome place awesome service beautiful  people,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"All was well, keep up the good work.",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Staff, are generally courteous and professional, I will single out nursing the nursing staff for special mention - reassuring and calm.",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The best hospital in Nairobi.  Good and qualified nurses , best doctors.  I love their services.",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wellness Clinic - Very customer friendly and supportive,positive,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Doctors and all personnel are very friendly and encouraging. Services are affordable, even at these very difficult times.",positive,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Paediatric wing,amazing.i loved it.",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friendly staff.
Speedy treatment process...",positive,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Best private hospital. Great Doctors and facilities,positive,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"My any day anytime health care. Blessings to MP Shah Hospital.

You lead others follow. The rest can borrow something from MP Shah ?? �",positive,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Great experience overall, friendly doctors and staff.",positive,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wellness clinic customer care very good and friendly,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minimum waiting period to see a doctor is 3hrs!!!,negative,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pediatric wing is horrible. Honestly it took us 4 hrs just to get through the process of being seen by the doctor and the labs...
The laboratory takes 1hr between one patient and the next. Taking money at the �",negative,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A wonderful service provider. My choice for the family all the time.,positive,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clean place with helpful staff. Loved the service!,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I was admitted recently for a non-Covid illness and was very impressed by the high standards of service and care. The nursing staff, in particular, were extremely attentive and pleasant. Keep up the great work!",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I loved the excellent services and treatment received. Very friendly staff and professional.,positive,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The services were great, thanks to Dr Butt, Dr Wachira ,Dr Maina and the nurses.
They did a great job .",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Excellent service from Dr wachira,positive,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paediatric healthcare provision is excellent.,positive,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Your  services were excellent keep it up.,positive,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good facility serving many people with different kind of ailments. Caring and helpful staff.,positive,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clean hospital must get in with a mask.really good offer as it breast cancer awareness month.the package are 3k breast ultra sound and papsmear or 2300sh for ultrasound and 700sh for papsmear.The staff are really nice.,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quick to serve and an ambiance environment...,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Service is ok, the staff is fairly professional although some the admin at the cash desk may come of as cold, if you're going to take my money some friendly customer service goes a long way, especially when sick. �",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Great customer service,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Went in for open surgery. The staff, from admission through to nurses and doctors, were amazingly helpful, friendly and caring. The services were as good as you could ever want. It was a very pleasant experience. Would go back anytime.",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Generally all services were great..keep up the spirit,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A nyce facility with qualified doctors. So friendly staff. I highly recommend MPSHA for all your medical problems.,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Received best attention right from Dr.Karen,the Nurse-Joyce and the receptionist,Eve.A committed team recommendable to all",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very good children clinic.,positive,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The services were excellent,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dr. Mohamed Bhaga( Surgeon), Dr. Fuizian (Anesthesiologist) Thank you for the good service offered and your friendliness. Forever grateful.",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I got quality services,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seamless experience. Well done.,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Courtesy  and  good services by staff,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,You have the best nurses ever. So loving to the kids,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1st time I was here I was very disappointed with your services but decided to give you a benefit of doubt. Today I�m here and it confirms that your customer service is very wanting. Wouldn�t recommend anyone here if you are in a rush or �,negative,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I just like the efficiency, speed and friendliness of the staff. Great hospital",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Much appreciation to Dr. Lisa Maina.,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,My experience was pleasant,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I hurt my back, a friend suggested MP hosp.Went there and I was attended to ASAP.Great service. �",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Convenient, professional and aesthetically pleasing outpatient center. Quick service and easily accessible",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Digital operations have eased services,positive,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kind and very professional staff.,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eve has been super amazing and the Nurse Joyce was way too Kind, and Dr. KAREN was super helpful and caring",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Why would i spend 2 hours after triage waiting for a doctor to see my child? One of your doctors is busy walking around with his phone in hand. Children should not be made to endure this long wait,negative,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Was served by Hiral who is the best in her field.,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nurses are the worst in this hospital, just sitting and watching the poor Patients suffering. No heart and not professional at all. Patients relatives complaining left and right about the poor care. We Paid over a Million for Our mother's �",negative,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I was unable to purchase medicine because the system was so down,negative,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLOW services you might die on the bench. Unless you have 48hrs on your hand DO NOT VISIT MP SHAH. The services provided and money charged DO NOT go hand in hand. If you're really sick better go to your estate dispensary. I promise you it will be more efficient.,negative,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mp Shah you have the best and caring doctors ever,I would like to highly recommend your Waridi Clinic for exceptional and 5 star service.I walked the Journey with one kind hearted Doctor called Dr Muriuki.I highly recommend Him to any woman looking for a gynecologist.",positive,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good morning . This matter has been escalated to the necessary departments. Kindly bear with us once we  finalize with our investigations  we will get in touch with you. �,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I have been here 3 times now and I only have good things to say. The staff and doctors are so friendly and treat you very well. The pediatrics wing is amazing, the pediatrician took time to explain every detail. I would definitely recommend this hospital to anyone and everyone",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Slow slow slow Pharmacy slow
Radiologist one hour 20min later still sitted waiting slow slow slow
Help me understand is it only one person who can do this job there is a queue I �",negative,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very excellent services and the staff are very friendly,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extremely bad service from a nurse by the name Meg Githinginji from the laboratory department and her fellow two male colleagues working on 11th Friday September 2020 they make you feel as if you are bothering them. It�s one thing to be �,negative,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I went in for a Hip Replacement Surgery to M.P. Shah Hospital in May 2020, i was in a room in Karania Wing. I was very impressed with the service and friendliness of all the Staff, the nursing staff were very friendly and were always �",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,My experience was awesome.,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Very bad experience in HDU.  Some rude nurses,  but good service in Kantaria ward.  Got an exaggerated bill by 233k n we were tossed to n fro for 3 days before it could be rectified",negative,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I was very impressed with MP Shah hospital. Their service was fast. Very warm staff.,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Had a generally good experience at this hospital but Does the Orthopedic clinic have staff? They never pick calls, ever.",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Faster than most big hospitals.I normally like their pead dept.,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The service is good. The nurses are very friendly and accommodating.,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Round of applause to Ronald Tutui, the  customer experience officer. He goes above and beyond to check why results take longer than usual or why triage/doctors take long",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The best hospital!!! Good customer service, great doctors amazing nurses!",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Was the only patient in line waiting to see a doctor...Was to see a doctor at Casualty. A lady in brown dreadlocks was meant to be my doctor.She could clearly see I was next in line but she was out there living her best life. �,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Having been to the cardiac clinic before, my experience today was excellent.",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good and professional service,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I brought my daughter to ante natal, she has a very busy schedule at her work and getting time off is not easy. We have waited for the doctor who came and left. The nurses did not even realise the doctor left. I called the hospital �",negative,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Make the formal sick sheet forms readily available for those patients that may require sick offs. Thanks,negative,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amazing support by the nurses and kitchen,positive,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,How can the wellness check up take 5 hours ?? Very slow service.. The gentleman at customer service outpatient 2 had an amazing attitude and was very helpful..,negative,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The one thing I really love about this Hospital is their investment in making the facility accessible to people with disability.
Rails to help people on wheelchairs are all over and supportive enough; �",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The queueing system is quite fast. Very good customer service.,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Services at Mpshah Village Market was awesome.
Radiology department is good",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The place was perfect overall,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The hospital which you reach and doctors attend you professionally. The nurses are very helpful especially when hospitalised, they come in handy.",positive,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,My experience with the dental doctor at MP Shah was terrible. I went there to do dental checkup and do appointment for dental implant procedure. The doctor took only 2 minutes for screening of whole of my mouth and teeth and told me �,negative,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I love your services,caring staff ,easy discharge time n process.",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"At MP Shah, I feel heard and seen.",positive,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Today I take off my hat off for the MP Shah Peadiatric department team. Never have I ever gone to a hospital.and felt so much hope, so much love so much care starting from the reception to the cashier, the nurses and to crown it all I met �",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I loved it from start to finish.,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very friendly Nurses especially Nurse Peter Mwangi,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MP Shah children's hospital is really nice. Paediatrician s are always available 24 hours, there is plenty of parking though you have to pay parking fees. Great nurses always ready to help. Great service.",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The staff at registration and billing should be more friendly and smile ?? �,positive,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Superb wellness program and clinic!,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Excellent service and experience,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thanks alot for your kindness.,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got my son operated here at ENT for adenoids. Good experience from reception to discharge. Staff is welcoming .,positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Best service from the entire team,doctors,nurses,cleaners and chefs.",positive,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nurses are really rough. Staff not well trained. Ok there are a few who are really good. Came out of theatre and they didn't give any painkillers, had to suffer in pain for an hour before and relief. Not worth it the money",negative,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Great facility. Well staffed and timely in delivery.,positive,5
